channel_name,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
FilmIsNow Epic Movie Zone,UC55IWqFLDH1Xp7iu1_xknRA,9.18628E+12,"Television program, Entertainment, Film",IN,,3314950709,2008-06-13T11:09:32Z,Welcome to the official main channel of Colors TV!  Show some love people by subscribing to our channel: http://www.youtube.com/user/colorstv?sub_confirmation=1 Follow us on Google+: https://plus.google.com/108336806150063826507 Follow us on Facebook: https://www.facebook.com/ColorsTV Follow us on Twitter: https://twitter.com/ColorsTV,@colorstv,https://yt3.ggpht.com/YH2mGkzAp3_ViTqTg7oPXiMROQTQIxilqDe50tIrsuUTMA8orJ_ChO3et-TD81s-d8fppKeFJQ=s800-c-k-c0x00ffffff-no-rj,22501727.59
Technothepig,UC56gTxNs4f9xZ7Pa2i5xNzg,9.19029E+12,"Lifestyle (sociology), Pop music, Music of Asia, Music, Film",IN,,3316363496,2009-09-02T23:16:22Z,"Welcome to Sony Music India's official YouTube channel, the ultimate destination for music enthusiasts and fans of the Indian music scene. Immerse yourself in a world of melodies, rhythms, and harmonies as we proudly present ""Sony Music India - Home To India's Biggest Music Hits.""  Step into a realm where musical brilliance knows no bounds, and every beat resonates with the heartbeat of a nation. With a legacy that spans genres and generations, our channel is a testament to the power of music to unite, inspire, and captivate. From timeless classics to contemporary chart-toppers, we curate a diverse range of sounds that cater to every palate.  hit that subscribe button and become a part of our musical family. Tune in daily to satiate your cravings for remarkable tunes, captivating visuals, and the sheer joy that great music brings.   👉 Subscribe: - https://www.youtube.com/@SonyMusicIndia/videos",@sonymusicindia,https://yt3.ggpht.com/42o3XIW1j5zmzsFeZs3ND4QwaXXrnpK9vqftcEuEdbgNhPbltXRktcSmyJ12-gSRqKch93Ir=s800-c-k-c0x00ffffff-no-rj,22511591.9
Mohsin Tv,UC0C-w0YjGpqDXGB8IHb662A,9.1943E+12,"Music, Pop music, Lifestyle (sociology)",,,3317776282,2006-08-08T13:59:50Z,Ed Sheeran x  Play - Out Now,@edsheeran,https://yt3.ggpht.com/pZQ5JMD4EOI8TcNYAPTzMexe_fC0CKnb_hYlV4rPfIzmDidF239fH1XKmzkeT30XSg7fxNwc_w=s800-c-k-c0x00ffffff-no-rj,22521456.2
Togglism,UCppHT7SZKKvar4Oc9J4oljQ,9.19831E+12,"Film, Entertainment, Television program",IN,en,3319189068,2005-12-11T06:23:26Z,"Launched in 1992, Zee TV is the pioneer of television entertainment industry in India. Official account of India’s pioneering Hindi General Entertainment Channel of India. Our innovative programming has set new benchmarks, and helped us connect with over 3 billion viewers across world. We celebrate the hopes and ambitions of the great Indian middle class community like no other.",@zeetv,https://yt3.ggpht.com/azn2b7O1Xx3JXUYAQ3XqdFl3bvhrcVhumeccIFs6N-VxhrUdhachSlZFCZlM26NEdEvU06mpS2U=s800-c-k-c0x00ffffff-no-rj,22531320.51
AT LIFE,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
ATTAKATHI,UCOmHUn--16B90oW2L6FRR3A,9.20232E+12,"Music of Asia, Pop music, Music, Electronic music",KR,,3320601855,2016-06-29T03:15:23Z,"BLACKPINK Official YouTube Channel 블랙핑크 공식 유튜브 채널입니다.  JISOO, JENNIE, ROSÉ, LISA 지수, 제니, 로제, 리사",@blackpink,https://yt3.ggpht.com/U3VrCkKjzTpQ3VYv4SCPjNfDHeJV-swGNnhLYhr0nV4lZz_GVUNzK4EB-HFRfKv9S5VNh14uAg=s800-c-k-c0x00ffffff-no-rj,22541184.81
World According To Briggs,UC3IZKseVpdzPSBaWxBxundA,9.20633E+12,"Hip hop music, Pop music, Music, Music of Asia",KR,,3322014641,2008-06-04T08:23:22Z,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR, YX LABELS, HYBE x Geffen Records and more.",@hybelabels,https://yt3.ggpht.com/ytc/AIdro_l8g0yRFG8xoe_qeqk8Ki9UFy36cB2IjZEWZWz0h7gl-t0=s800-c-k-c0x00ffffff-no-rj,22551049.12
Vahchef - VahRehVah,UCVNE660NcgYzi18LwwUZb7Q,9.21034E+12,,,,3323427427,2019-01-18T05:14:32Z,,@billieeilish8620,https://yt3.ggpht.com/ytc/AIdro_n3NfvUAVtcUJvWhSVp-cDJ7ja-VVlBTwJrzFeJuIgAMw=s800-c-k-c0x00ffffff-no-rj,22560913.43
Baylee Jae,UCF1JIbMUs6uqoZEY1Haw0GQ,9.21435E+12,"Entertainment, Film",IN,,3324840214,2007-09-01T11:44:51Z,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube.   Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.",@shemaroo,https://yt3.ggpht.com/ytc/AIdro_mhdF4RNZM9OHP-A8BvrQO4q6BenIVFCTfjURrYjYxAxw=s800-c-k-c0x00ffffff-no-rj,22570777.73
Not Enough Nelsons,UCYiGq8XF7YQD00x7wAd62Zg,9.21836E+12,"Role-playing video game, Action game, Video game culture, Action-adventure game",CL,,3326253000,2013-05-19T00:09:13Z,Lento pero seguro.,@juegagerman,https://yt3.ggpht.com/vOsrLzWD4z1dbr470nEXydi3Kb55jW6YqcpQiq1LHyj9IvElga7zBHEfqFZvC26BRKmQimEbiA=s800-c-k-c0x00ffffff-no-rj,22580642.04
Toby Keith,UC4NALVCmcmL5ntpV0thoH6w,9.22237E+12,"Entertainment, Music, Film",US,en,3327665786,2014-08-05T20:15:33Z,"LooLoo Kids💖 is an educational YouTube channel designed for children and parents alike. With a vast collection of nursery rhymes, baby songs, and kid songs, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Lovable characters like Johny and his friends, Emmy, Monica, Laura, Siu, and Li take kids on exciting adventures.  At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. Our channel includes educational kids' songs, kindergarten songs, and learning songs that are perfect for toddlers and preschoolers. From action songs for kids to dance songs and sing-along songs, our animations for kids are among the best. Join us for the best kids' songs, dance songs for kids, and educational children’s songs.",@loolookids,https://yt3.ggpht.com/XQ8Z5bwcV4dgjWEYFI1n1M9W2lgEP6RPh8LxqUq6ScFkXWXXwZIz0TTun_B05TTiTvReU5vy=s800-c-k-c0x00ffffff-no-rj,22590506.34
FITNESS ADDICT,UCJrDMFOdv1I2k8n9oK_V21w,9.22638E+12,"Film, Music, Music of Asia, Pop music",IN,,3329078573,2007-05-22T10:13:28Z,"The proud history of Tips Music Limited (Formerly Known as Tips Industries Limited) stretches back over four decades ago, it was founded by Kumar S. Taurani and Ramesh S. Taurani in 1975. Its distributors serve more than 1,000 wholesalers and 400,000 retailers across India. A treat for every music lover and Bollywood connoisseur! Chart-buster songs from super-hit movies like Dil Hai Tumhara, Ramaiya Vastavaiya, Ajab Prem Ki Gazab Kahani and more.  Tips Music - Home To India's Biggest Music Hits. Subscribe to our channel to listen to chartbusters in the making, see premieres of blockbuster videos and get your daily dose of some great music right here.  Subscribe to the Tips Official YouTube channel for all the latest and The Must Have Hits.",@tipsofficial,https://yt3.ggpht.com/zSQrmF-U4JwDv9QalTMOuEEWjGDjM9LvNgahKGGks6WKhe6XEOFf2C4ErQ-1-J9o2wFrHtIw5A=s800-c-k-c0x00ffffff-no-rj,22600370.65
Alec Markarian,UCX6OQ3DkcsbYNE6H8uQQuVA,9.23039E+12,"Lifestyle (sociology), Entertainment, Film",US,en,3330491359,2012-02-20T00:43:50Z,"SUBSCRIBE FOR A COOKIE! New MrBeast or MrBeast Gaming video every single Saturday at noon eastern time! Accomplishments: - Raised $20,000,000 To Plant 20,000,000 Trees - Removed 30,000,000 pounds of trash from the ocean - Helped 2,000 people walk again - Helped 1,000 blind people see - Helped 1,000 deaf people hear - Built wells in Africa - Built and gave away 100 houses - Adopted every dog in a shelter (twice) - Given millions to charity - Started my own snack company Feastables - Started my own software company Viewstats - Started Lunchly, a tasty, better-for-you lunch option - Gave away a private island (twice) - Gave away 1 million meals - I counted to 100k - Ran a marathon in the world's largest shoes - Survived 50 hours in Antarctica - Recreated Squid Game in real life - Created the largest competition show with 1000 people (Beast Games) - Gave $5,000,000 to one person - Passed T-Series to become most subscribed YouTube channel 🥹 you get it, I appreciate all of you so much :)",@mrbeast,https://yt3.ggpht.com/nxYrc_1_2f77DoBadyxMTmv7ZpRZapHR5jbuYe7PlPd5cIRJxtNNEYyOC0ZsxaDyJJzXrnJiuDE=s800-c-k-c0x00ffffff-no-rj,22610234.96
MagicalMessi,UCK1i2UviaXLUNrZlAFpw_jA,9.2344E+12,"Music, Entertainment, Film",AR,,3331904145,2011-06-02T16:20:07Z,"El Reino Infantil es la comunidad digital para niños en español N°1 del mundo. Nuestras historias y canciones fomentan las habilidades clave para la vida, incluyendo la comunicación, la cooperación y la creatividad.  Dentro de El Reino Infantil encontrarás series divertidísimas para disfrutar en familia como La Granja de Zenón, Canciones del Zoo, Bichikids, Paco el Marinero, Rondas, La Familia Blu, Michi-guau ¡Y muchas más!",@elreinoinfantil,https://yt3.ggpht.com/JzIyfovSV3fVXtsYTwnKsTTnJML9bae6MM_NC2wU2F35XPn3NevnFU6YGS1-R-i6Xn2Qj9Zv=s800-c-k-c0x00ffffff-no-rj,22620099.26
Horrid Henry,UCIwFjwMjI0y7PDBVEO9-bkQ,9.23842E+12,"Hip hop music, Music, Pop music, Electronic music, Soul music, Rhythm and blues",CA,,3333316931,2007-01-15T21:17:27Z,,@justinbieber,https://yt3.ggpht.com/4Mz5el_eyeB5cBod2jHMV-CC3fYiuSmDuCT9A9tGyYh03KQyVdrP04KYYMttZItBCtn4kfef=s800-c-k-c0x00ffffff-no-rj,22629963.57
iced out PTK,UCpEhnqL0y41EpW2TvWAHD7Q,9.24243E+12,"Entertainment, Television program, Film",IN,,3334729718,2006-09-20T22:24:59Z,"Sony Entertainment Television is one of the leading Hindi General Entertainment channels in India. Since its launch in October 1995, SET has created a unique space, in television programming, with movie premieres, fiction & non–fiction shows. The Kapil Sharma Show, Shark Tank India, Kaun Banega Crorepati, Indian Idol, Bade Achhe Lagte Hain, Adaalat, CID, Crime Patrol and Super Dancer are some of the popular shows by Sony. Drama, suspense, romance & reality, you name and we have it all for you.",@setindia,https://yt3.ggpht.com/vmmZsYmryt238vqck4KAYf69gOSu22ZfqVE3rwT1tYz4hr68xl7crIUK7kghQgR6RiB9IlQ5mQ=s800-c-k-c0x00ffffff-no-rj,22639827.87
Corpse Husband,UC22nIfOTM7KLIQuFGMKzQbg,9.24644E+12,"Music of Asia, Music",IN,,3336142504,2014-10-29T06:45:10Z,"Welcome to Wave Music, the leading Bhojpuri record label in India! Dive into a vibrant collection of captivating tracks from your favorite artists, including Pawan Singh, Khesari Lal Yadav, Shilpi Raj, Neelkamal Singh, Arvind Akela Kallu, Samar Singh, Dinesh Lal Yadav 'Nirhua', Ashish Yadav, Raushan Rohi, Pramod Premi, Chandan Chanchal, Gunjan Singh, Anu Dubey, Ankush Raja, Golu Gold, Shivani Singh, Ritesh Pandey, Jitendra Singh Anshu, Manoj Tiwari, Kalpana, Bharat Sharma Vyas, Khushi Kakkar, Mohini Pandey, Anupama Yadav, Antra Singh Priyanka, Neha Raj, and many more. Our channel features a blend of Lokgeet, movie songs, Sawan, chhath, Chaita, Holi, shiv charcha, Devi geet, Birha, Dugola, Nirgun, Vivah Geet and engaging music videos that celebrate the rich culture and rhythm of Bhojpuri music. Subscribe to stay updated on the latest hits and timeless classics to take you on an unforgettable journey! The channel has more than 50000 tracks of 5000+ artists of different categories.",@wavemusicindia,https://yt3.ggpht.com/-m-efGozwxkvoZiijhjJcLSuUxZQpXvJu9tObrAbfhrtr67AAf1V674HBB8eHixOLHrj3WBlgxI=s800-c-k-c0x00ffffff-no-rj,22649692.18
Beebom,UC55IWqFLDH1Xp7iu1_xknRA,9.25045E+12,"Television program, Entertainment, Film",IN,,3337555290,2008-06-13T11:09:32Z,Welcome to the official main channel of Colors TV!  Show some love people by subscribing to our channel: http://www.youtube.com/user/colorstv?sub_confirmation=1 Follow us on Google+: https://plus.google.com/108336806150063826507 Follow us on Facebook: https://www.facebook.com/ColorsTV Follow us on Twitter: https://twitter.com/ColorsTV,@colorstv,https://yt3.ggpht.com/YH2mGkzAp3_ViTqTg7oPXiMROQTQIxilqDe50tIrsuUTMA8orJ_ChO3et-TD81s-d8fppKeFJQ=s800-c-k-c0x00ffffff-no-rj,22659556.49
Nicki Swift,UC56gTxNs4f9xZ7Pa2i5xNzg,9.25446E+12,"Lifestyle (sociology), Pop music, Music of Asia, Music, Film",IN,,3338968077,2009-09-02T23:16:22Z,"Welcome to Sony Music India's official YouTube channel, the ultimate destination for music enthusiasts and fans of the Indian music scene. Immerse yourself in a world of melodies, rhythms, and harmonies as we proudly present ""Sony Music India - Home To India's Biggest Music Hits.""  Step into a realm where musical brilliance knows no bounds, and every beat resonates with the heartbeat of a nation. With a legacy that spans genres and generations, our channel is a testament to the power of music to unite, inspire, and captivate. From timeless classics to contemporary chart-toppers, we curate a diverse range of sounds that cater to every palate.  hit that subscribe button and become a part of our musical family. Tune in daily to satiate your cravings for remarkable tunes, captivating visuals, and the sheer joy that great music brings.   👉 Subscribe: - https://www.youtube.com/@SonyMusicIndia/videos",@sonymusicindia,https://yt3.ggpht.com/42o3XIW1j5zmzsFeZs3ND4QwaXXrnpK9vqftcEuEdbgNhPbltXRktcSmyJ12-gSRqKch93Ir=s800-c-k-c0x00ffffff-no-rj,22669420.79
Life Of Big Cat,UC0C-w0YjGpqDXGB8IHb662A,9.25847E+12,"Music, Pop music, Lifestyle (sociology)",,,3340380863,2006-08-08T13:59:50Z,Ed Sheeran x  Play - Out Now,@edsheeran,https://yt3.ggpht.com/pZQ5JMD4EOI8TcNYAPTzMexe_fC0CKnb_hYlV4rPfIzmDidF239fH1XKmzkeT30XSg7fxNwc_w=s800-c-k-c0x00ffffff-no-rj,22679285.1
Chaz NBA,UCppHT7SZKKvar4Oc9J4oljQ,9.26248E+12,"Film, Entertainment, Television program",IN,en,3341793649,2005-12-11T06:23:26Z,"Launched in 1992, Zee TV is the pioneer of television entertainment industry in India. Official account of India’s pioneering Hindi General Entertainment Channel of India. Our innovative programming has set new benchmarks, and helped us connect with over 3 billion viewers across world. We celebrate the hopes and ambitions of the great Indian middle class community like no other.",@zeetv,https://yt3.ggpht.com/azn2b7O1Xx3JXUYAQ3XqdFl3bvhrcVhumeccIFs6N-VxhrUdhachSlZFCZlM26NEdEvU06mpS2U=s800-c-k-c0x00ffffff-no-rj,22689149.4
FitByJasper,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
ASMRSoundSpace,UCOmHUn--16B90oW2L6FRR3A,9.26649E+12,"Music of Asia, Pop music, Music, Electronic music",KR,,3343206436,2016-06-29T03:15:23Z,"BLACKPINK Official YouTube Channel 블랙핑크 공식 유튜브 채널입니다.  JISOO, JENNIE, ROSÉ, LISA 지수, 제니, 로제, 리사",@blackpink,https://yt3.ggpht.com/U3VrCkKjzTpQ3VYv4SCPjNfDHeJV-swGNnhLYhr0nV4lZz_GVUNzK4EB-HFRfKv9S5VNh14uAg=s800-c-k-c0x00ffffff-no-rj,22699013.71
Triple Charm,UC3IZKseVpdzPSBaWxBxundA,9.2705E+12,"Hip hop music, Pop music, Music, Music of Asia",KR,,3344619222,2008-06-04T08:23:22Z,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR, YX LABELS, HYBE x Geffen Records and more.",@hybelabels,https://yt3.ggpht.com/ytc/AIdro_l8g0yRFG8xoe_qeqk8Ki9UFy36cB2IjZEWZWz0h7gl-t0=s800-c-k-c0x00ffffff-no-rj,22708878.01
SmoothMadnezz,UCVNE660NcgYzi18LwwUZb7Q,9.27451E+12,,,,3346032008,2019-01-18T05:14:32Z,,@billieeilish8621,https://yt3.ggpht.com/ytc/AIdro_n3NfvUAVtcUJvWhSVp-cDJ7ja-VVlBTwJrzFeJuIgAMw=s800-c-k-c0x00ffffff-no-rj,22718742.32
DontaesBoxingNation,UCF1JIbMUs6uqoZEY1Haw0GQ,9.27852E+12,"Entertainment, Film",IN,,3347444795,2007-09-01T11:44:51Z,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube.   Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.",@shemaroo,https://yt3.ggpht.com/ytc/AIdro_mhdF4RNZM9OHP-A8BvrQO4q6BenIVFCTfjURrYjYxAxw=s800-c-k-c0x00ffffff-no-rj,22728606.63
Kannur kitchen,UCYiGq8XF7YQD00x7wAd62Zg,9.28253E+12,"Role-playing video game, Action game, Video game culture, Action-adventure game",CL,,3348857581,2013-05-19T00:09:13Z,Lento pero seguro.,@juegagerman,https://yt3.ggpht.com/vOsrLzWD4z1dbr470nEXydi3Kb55jW6YqcpQiq1LHyj9IvElga7zBHEfqFZvC26BRKmQimEbiA=s800-c-k-c0x00ffffff-no-rj,22738470.93
DhiruMonchik,UC4NALVCmcmL5ntpV0thoH6w,9.28654E+12,"Entertainment, Music, Film",US,en,3350270367,2014-08-05T20:15:33Z,"LooLoo Kids💖 is an educational YouTube channel designed for children and parents alike. With a vast collection of nursery rhymes, baby songs, and kid songs, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Lovable characters like Johny and his friends, Emmy, Monica, Laura, Siu, and Li take kids on exciting adventures.  At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. Our channel includes educational kids' songs, kindergarten songs, and learning songs that are perfect for toddlers and preschoolers. From action songs for kids to dance songs and sing-along songs, our animations for kids are among the best. Join us for the best kids' songs, dance songs for kids, and educational children’s songs.",@loolookids,https://yt3.ggpht.com/XQ8Z5bwcV4dgjWEYFI1n1M9W2lgEP6RPh8LxqUq6ScFkXWXXwZIz0TTun_B05TTiTvReU5vy=s800-c-k-c0x00ffffff-no-rj,22748335.24
Shpendi10CFC,UCJrDMFOdv1I2k8n9oK_V21w,9.29055E+12,"Film, Music, Music of Asia, Pop music",IN,,3351683154,2007-05-22T10:13:28Z,"The proud history of Tips Music Limited (Formerly Known as Tips Industries Limited) stretches back over four decades ago, it was founded by Kumar S. Taurani and Ramesh S. Taurani in 1975. Its distributors serve more than 1,000 wholesalers and 400,000 retailers across India. A treat for every music lover and Bollywood connoisseur! Chart-buster songs from super-hit movies like Dil Hai Tumhara, Ramaiya Vastavaiya, Ajab Prem Ki Gazab Kahani and more.  Tips Music - Home To India's Biggest Music Hits. Subscribe to our channel to listen to chartbusters in the making, see premieres of blockbuster videos and get your daily dose of some great music right here.  Subscribe to the Tips Official YouTube channel for all the latest and The Must Have Hits.",@tipsofficial,https://yt3.ggpht.com/zSQrmF-U4JwDv9QalTMOuEEWjGDjM9LvNgahKGGks6WKhe6XEOFf2C4ErQ-1-J9o2wFrHtIw5A=s800-c-k-c0x00ffffff-no-rj,22758199.54
